type,sharpening,windowSize,neighbourhood,buckets,histnormalise,k-nearest,auc,precision,recall
moran,direct,7,grid,60,none,3,0.581296992481203,0.4838709677419355,0.26785714285714285
moran,direct,7,grid,60,none,4,0.5925751879699248,0.4857142857142857,0.30357142857142855
moran,direct,7,grid,60,none,5,0.5375939849624061,0.4090909090909091,0.16071428571428573
moran,direct,7,grid,60,none,6,0.5531015037593985,0.47619047619047616,0.17857142857142858
moran,direct,7,grid,90,none,2,0.5939849624060152,0.4523809523809524,0.3392857142857143
moran,direct,7,grid,90,none,3,0.5803571428571429,0.45714285714285713,0.2857142857142857
moran,direct,7,grid,90,none,4,0.5836466165413533,0.47058823529411764,0.2857142857142857
moran,direct,7,grid,90,none,5,0.5610902255639098,0.46153846153846156,0.21428571428571427
moran,direct,7,grid,90,none,6,0.5789473684210527,0.5,0.25
moran,direct,7,grid,120,none,2,0.5728383458646616,0.4146341463414634,0.30357142857142855
moran,direct,7,grid,120,none,3,0.5390037593984962,0.3793103448275862,0.19642857142857142
